userid,movieid
1471,"I n t 6 4 I n d e x ( [ 4 6 5 7 8 ,   5 5 8 2 0 ,     4 8 7 8 ,   5 0 8 7 2 ,   4 8 5 1 6 ,   4 8 7 8 0 ,     6 7 1 1 ,   5 1 2 5 5 ,     6 0 1 6 , 
                         5 8 5 5 9 ,     4 2 2 6 ,     8 7 8 4 ,   5 4 5 0 3 ,   4 6 9 7 6 ,     5 6 1 8 ,   4 4 5 5 5 ,   5 4 2 5 9 ,     7 1 4 7 , 
                           2 9 5 9 ,     2 8 5 8 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
1483,"I n t 6 4 I n d e x ( [   5 8 8 ,   2 7 0 6 ,     5 0 0 ,       1 9 ,   1 9 1 7 ,     5 9 7 ,     2 3 1 ,     3 7 7 ,   2 3 5 5 ,     5 8 7 ,   1 3 7 5 , 
                         2 2 9 4 ,   3 1 1 4 ,   1 3 7 2 ,     5 9 4 ,   2 2 7 8 ,         2 ,   2 5 8 0 ,   2 0 8 1 ,   2 3 5 3 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
1487,"I n t 6 4 I n d e x ( [ 2 5 7 1 ,   2 1 6 1 ,     7 8 0 ,   1 9 6 7 ,     3 8 0 ,   1 1 9 9 ,     5 9 2 ,   1 2 6 3 ,   2 0 1 9 ,   6 3 5 0 ,     1 1 0 , 
                         1 2 0 4 ,   1 2 7 5 ,     6 4 7 ,   1 0 8 9 ,   2 0 2 1 ,   7 0 9 9 ,   8 3 6 8 ,     7 4 1 ,   1 2 2 5 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
1527,"I n t 6 4 I n d e x ( [ 5 4 5 0 3 ,   5 6 3 6 7 ,   5 4 2 8 6 ,   4 9 2 7 2 ,   4 8 5 1 6 ,   4 6 5 7 8 ,   4 8 7 7 4 ,   5 5 8 2 0 ,   4 8 3 9 4 , 
                         5 0 8 7 2 ,     6 9 4 2 ,   5 4 0 0 1 ,   3 4 1 6 2 ,   3 3 7 9 4 ,     1 9 0 7 ,   6 1 1 3 2 ,   5 2 7 2 2 ,   4 6 9 7 6 , 
                         4 4 1 9 1 ,       3 6 4 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
1529,"I n t 6 4 I n d e x ( [   1 3 0 7 ,     6 5 3 9 ,     3 5 0 4 ,     3 9 1 1 ,       7 4 5 ,     1 2 2 8 ,     2 5 0 2 ,       9 0 9 ,     4 9 9 5 , 
                           2 9 5 9 ,       4 9 7 ,     1 2 7 6 ,     4 0 1 1 ,     2 5 9 9 ,     2 0 6 7 ,       9 2 2 ,       3 6 4 ,   3 3 7 9 4 , 
                           3 7 3 0 ,     1 2 4 9 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
1533,"I n t 6 4 I n d e x ( [   3 9 1 1 ,     2 3 2 4 ,     6 6 6 2 ,     1 2 8 8 ,     6 2 9 6 ,     6 6 6 3 ,     2 3 3 3 ,     2 3 5 9 ,     2 0 6 4 , 
                         4 9 5 3 0 ,     2 3 9 5 ,     1 9 5 9 ,     3 0 0 7 ,     1 1 2 5 ,     2 6 9 2 ,   4 6 7 2 3 ,     1 2 8 3 ,   4 4 5 5 5 , 
                         4 8 7 8 0 ,     1 9 1 4 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
1560,"I n t 6 4 I n d e x ( [ 5 1 6 6 2 ,     4 9 6 3 ,     5 4 4 5 ,     4 0 1 1 ,       2 2 3 ,   3 1 6 9 6 ,     5 6 3 0 ,     4 8 9 6 ,     6 5 3 7 , 
                           4 9 9 5 ,     3 0 8 1 ,     4 8 7 8 ,     1 4 0 7 ,     5 3 7 8 ,   4 5 5 1 7 ,   4 7 6 1 0 ,     2 6 2 8 ,     1 7 4 8 , 
                           4 4 4 6 ,     1 6 4 5 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
1568,"I n t 6 4 I n d e x ( [   4 2 2 6 ,   4 8 7 8 0 ,   3 5 8 3 6 ,   5 4 2 7 2 ,     3 5 7 8 ,   5 8 9 9 8 ,     3 2 7 5 ,     8 3 6 0 ,   3 4 1 6 2 , 
                           8 6 4 1 ,   5 9 6 1 5 ,     4 8 7 8 ,       1 8 0 ,     8 8 7 4 ,   4 8 7 7 4 ,   5 4 9 9 7 ,     1 2 2 1 ,     1 9 2 3 , 
                         5 7 6 6 9 ,   4 4 6 6 5 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
1629,"I n t 6 4 I n d e x ( [ 5 2 1 8 ,   1 5 8 4 ,   6 3 6 5 ,   2 3 2 1 ,   2 5 4 2 ,   4 0 1 4 ,   8 6 6 5 ,   1 2 1 3 ,     1 8 5 ,     1 6 3 ,   5 6 6 9 , 
                         3 7 9 3 ,   8 6 3 6 ,     3 5 7 ,   1 1 2 7 ,   2 0 0 0 ,   2 3 2 4 ,   1 1 0 1 ,   2 1 9 4 ,   1 4 8 5 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
1690,"I n t 6 4 I n d e x ( [   5 9 8 9 ,   5 9 3 1 5 ,   4 4 6 6 5 ,     3 2 7 5 ,     5 4 4 5 ,     8 9 6 1 ,         4 7 ,   4 8 7 8 0 ,     6 5 3 9 , 
                           6 8 7 4 ,   5 5 7 6 5 ,   3 6 5 2 9 ,     1 2 2 3 ,   3 3 7 9 4 ,   4 7 6 1 0 ,     3 7 5 1 ,     2 2 3 1 ,     1 0 9 7 , 
                           6 3 7 8 ,   3 3 6 6 0 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
1704,"I n t 6 4 I n d e x ( [   4 2 4 6 ,     1 6 2 5 ,         3 2 ,   5 6 7 8 2 ,     1 9 6 1 ,     5 9 0 2 ,     3 1 4 7 ,     7 3 7 1 ,     1 2 4 6 , 
                           3 4 8 1 ,     1 2 3 3 ,     5 2 9 9 ,     1 0 8 9 ,     5 9 9 2 ,   3 8 0 6 1 ,     7 3 2 3 ,   3 0 7 4 9 ,   4 4 1 9 5 , 
                         6 0 0 6 9 ,   4 8 7 3 8 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
280,"I n t 6 4 I n d e x ( [ 3 4 4 0 5 ,     6 5 4 1 ,   5 3 9 7 2 ,   5 2 7 2 2 ,       7 4 5 ,     5 9 0 3 ,     8 9 8 3 ,     1 1 9 8 ,   4 4 1 9 9 , 
                           3 7 1 7 ,     8 8 1 0 ,     7 1 6 3 ,     1 9 1 7 ,       3 8 0 ,     7 5 6 9 ,     8 3 6 0 ,     2 6 1 7 ,   5 6 1 7 4 , 
                           2 9 8 9 ,     5 3 1 3 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
1714,"I n t 6 4 I n d e x ( [   9 0 3 ,   1 2 3 4 ,   1 2 1 9 ,     9 1 2 ,   2 4 0 6 ,   1 2 8 8 ,   1 2 4 7 ,     9 2 0 ,     7 5 0 ,     9 1 3 ,   1 2 4 4 , 
                         3 8 9 7 ,   1 6 1 7 ,       1 6 ,   2 6 4 0 ,     2 8 2 ,     8 3 2 ,   1 2 9 2 ,   2 7 0 0 ,       5 8 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
1732,"I n t 6 4 I n d e x ( [ 1 1 9 6 ,   1 2 4 0 ,   1 0 9 7 ,   1 7 4 8 ,     7 5 0 ,   1 6 5 3 ,     5 8 9 ,   1 5 8 0 ,   1 3 8 7 ,   1 1 7 5 ,   1 5 8 4 , 
                         2 9 1 6 ,   2 7 1 0 ,   1 1 9 8 ,   1 0 9 0 ,   1 6 9 0 ,   1 3 2 0 ,   2 7 6 2 ,   3 4 7 1 ,   1 2 2 2 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
1751,"I n t 6 4 I n d e x ( [   5 0 1 0 ,     5 9 8 9 ,     1 0 3 6 ,       5 9 0 ,     2 5 4 2 ,     4 2 2 6 ,       5 8 9 ,     4 9 0 1 ,     3 1 4 7 , 
                           4 2 2 3 ,   4 4 1 9 1 ,     6 5 9 5 ,     2 2 6 8 ,         1 0 ,           1 ,     6 7 9 6 ,   5 6 1 7 4 ,     1 4 0 8 , 
                           5 3 7 8 ,   3 3 6 6 0 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
1752,"I n t 6 4 I n d e x ( [   5 6 1 8 ,       5 9 5 ,     1 0 3 2 ,     2 0 8 0 ,       2 9 6 ,     3 1 4 7 ,     7 3 6 0 ,   5 3 1 2 5 ,     1 2 8 2 , 
                         4 8 7 8 0 ,     7 2 5 4 ,   4 4 1 9 1 ,   4 8 8 7 7 ,   3 7 7 2 9 ,     1 9 0 7 ,     6 5 0 2 ,     2 7 6 2 ,     7 3 4 7 , 
                             4 5 7 ,     4 8 8 6 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
1796,"I n t 6 4 I n d e x ( [ 1 2 1 4 ,     2 9 6 ,   1 2 0 8 ,   2 9 9 7 ,   1 0 9 7 ,     7 2 0 ,   1 2 2 2 ,   1 2 9 1 ,   1 2 3 4 ,   1 2 2 5 ,     3 0 7 , 
                           4 5 7 ,     3 0 6 ,   1 6 8 2 ,   3 5 2 7 ,   1 1 2 7 ,   1 0 7 7 ,   2 5 7 1 ,   1 2 0 9 ,   1 3 7 4 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
1805,"I n t 6 4 I n d e x ( [   1 5 2 7 ,     1 7 2 1 ,     1 9 2 3 ,     1 2 1 0 ,       5 0 0 ,       1 6 5 ,   4 9 2 7 2 ,     1 0 7 3 ,   4 4 1 9 1 , 
                         3 4 0 4 8 ,   4 1 5 6 9 ,       3 1 6 ,     1 3 8 7 ,     1 0 7 9 ,   3 2 5 8 7 ,     1 2 5 9 ,     1 6 8 2 ,   3 8 0 3 8 , 
                           3 8 9 7 ,         5 0 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
1775,"I n t 6 4 I n d e x ( [   6 5 3 9 ,     5 9 8 9 ,       7 5 0 ,     6 3 7 7 ,     3 0 3 0 ,     8 9 7 0 ,     1 2 9 6 ,     4 8 8 6 ,     5 6 9 0 , 
                           2 7 6 2 ,     1 2 4 7 ,       9 2 3 ,     6 7 7 3 ,     1 9 6 0 ,     4 0 3 4 ,     1 2 3 4 ,     1 2 5 0 ,   3 0 7 0 7 , 
                           6 3 8 5 ,     2 8 5 8 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
1842,"I n t 6 4 I n d e x ( [   4 9 9 3 ,         5 0 ,     2 8 5 8 ,     1 2 2 1 ,     3 5 7 8 ,     6 5 3 9 ,   5 8 5 5 9 ,     8 9 6 1 ,     5 3 4 9 , 
                           5 4 4 5 ,         4 7 ,     6 3 3 3 ,     6 3 7 7 ,     6 8 7 4 ,     4 9 7 3 ,     2 3 2 9 ,     4 0 3 4 ,   4 9 2 7 2 , 
                           7 3 6 1 ,     2 9 9 7 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
1867,"I n t 6 4 I n d e x ( [   8 5 8 ,   1 9 2 3 ,   1 5 1 7 ,     5 0 8 ,   1 2 1 3 ,   2 0 2 3 ,   1 5 8 4 ,   3 9 9 6 ,     4 4 2 ,     3 6 8 ,     3 5 7 , 
                         2 7 1 6 ,   1 7 0 4 ,     5 9 4 ,   2 9 5 9 ,     3 4 9 ,     3 5 0 ,   1 2 2 0 ,   1 5 8 0 ,   1 0 7 9 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
1910,"I n t 6 4 I n d e x ( [   2 7 6 2 ,     7 3 6 1 ,     2 3 2 9 ,     4 3 0 6 ,     4 8 7 8 ,       5 3 9 ,       7 7 8 ,     4 9 6 3 ,       5 0 0 , 
                           1 6 5 3 ,     2 3 9 6 ,   3 2 5 8 7 ,       4 8 0 ,       2 5 3 ,     1 3 0 7 ,     1 3 3 3 ,     1 7 8 4 ,     1 0 8 0 , 
                           4 9 9 5 ,     8 3 6 0 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
1922,"I n t 6 4 I n d e x ( [   3 0 0 6 ,       2 4 6 ,     1 7 9 2 ,     3 4 2 4 ,     1 6 9 3 ,     1 2 9 3 ,     3 1 4 7 ,   4 8 7 3 8 ,       1 6 2 , 
                           1 5 8 6 ,     1 8 4 0 ,     1 6 1 6 ,     1 8 3 3 ,     2 3 5 3 ,   3 0 7 4 9 ,   4 8 5 1 6 ,     3 5 1 3 ,     2 7 0 2 , 
                           7 0 9 0 ,     3 1 7 3 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
1968,"I n t 6 4 I n d e x ( [     3 5 6 ,       3 8 0 ,         3 2 ,       5 9 3 ,       4 5 7 ,       3 7 7 ,     1 1 9 8 ,       5 9 0 ,       6 4 8 , 
                           1 5 8 0 ,     5 3 7 8 ,     1 2 4 0 ,     1 2 7 0 ,   3 3 4 9 3 ,     3 1 1 4 ,     2 0 2 8 ,       3 1 8 ,     2 8 5 8 , 
                             1 5 3 ,       1 1 0 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
2015,"I n t 6 4 I n d e x ( [ 2 9 4 7 ,   2 9 4 8 ,   2 9 9 3 ,   3 6 3 5 ,   3 6 3 9 ,   3 9 8 4 ,   2 9 9 1 ,   2 9 8 9 ,   3 6 3 8 ,   7 5 6 9 ,   2 9 9 0 , 
                         2 3 7 6 ,   3 0 8 2 ,   4 0 0 5 ,   7 0 9 0 ,   7 5 7 0 ,   2 6 8 8 ,   3 0 0 5 ,   2 6 0 5 ,   8 9 8 3 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
2018,"I n t 6 4 I n d e x ( [   1 2 7 4 ,     4 4 4 6 ,         3 2 ,     2 7 6 2 ,     2 8 5 8 ,     3 7 4 5 ,     2 3 2 9 ,     2 2 3 2 ,     3 0 0 0 , 
                           5 4 6 3 ,   3 1 6 9 6 ,     5 1 4 6 ,     5 2 5 4 ,       3 5 6 ,     1 9 2 1 ,     3 9 4 9 ,     6 8 5 7 ,     1 6 5 3 , 
                           2 0 2 8 ,     7 8 4 2 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
2072,"I n t 6 4 I n d e x ( [   2 9 5 9 ,     4 9 6 3 ,       7 8 0 ,     2 6 2 8 ,     1 1 9 9 ,     5 3 4 9 ,       4 8 0 ,     6 2 1 8 ,   3 8 0 3 8 , 
                           1 1 9 3 ,       7 7 8 ,     4 0 1 4 ,         4 7 ,     6 7 7 3 ,     4 9 9 5 ,     5 3 7 7 ,     1 2 0 8 ,     5 6 6 9 , 
                           6 3 3 3 ,       3 4 4 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
2092,"I n t 6 4 I n d e x ( [ 2 9 1 8 ,     2 9 6 ,   1 2 9 1 ,   2 8 0 4 ,   2 6 2 8 ,   2 7 1 6 ,   1 0 7 3 ,     5 9 3 ,     9 2 3 ,   1 1 3 6 ,   3 8 6 8 , 
                         1 1 9 3 ,   2 8 7 1 ,   2 0 2 3 ,   1 2 0 8 ,   1 6 1 7 ,   3 1 1 4 ,   1 2 7 0 ,   2 4 0 6 ,   1 2 1 9 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
2094,"I n t 6 4 I n d e x ( [   2 0 2 3 ,       3 1 8 ,       5 9 4 ,     1 0 2 2 ,     1 2 1 3 ,         4 7 ,         3 2 ,     1 2 8 2 ,     4 2 2 6 , 
                           2 0 1 8 ,     2 9 5 9 ,   5 9 3 1 5 ,     2 0 8 7 ,     6 0 1 6 ,       6 1 6 ,     1 1 9 3 ,   6 0 0 6 9 ,   4 8 5 1 6 , 
                           2 0 9 6 ,     1 1 9 8 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
2134,2502 3897 2700 1517 104 4034 4022 2395 1206 3994 2329 180 3911 3753 3175 4878 3421 2694 3623 3949
2191,8874 2395 7361 2723 35836 6502 1261 471 3481 54286 55820 2580 1377 3671 51662 441 3033 47610 2581 2134
2246,3147 32587 2174 2918 1090 3948 2797 4022 3052 1645 4878 7143 2268 4973 1722 1201 1275 1380 2947 474
2273,1080 11 6502 1234 4223 3039 4027 2542 6807 3275 5064 7360 40583 3481 1047 1059 1356 953 3020 2423
2299,3114 4886 4896 5816 6539 8360 2 5349 8368 4016 551 661 317 6333 2137 1035 1517 5502 7153 2572
2379,3147 1682 1732 2353 555 104 8665 1220 6934 3253 1215 832 4027 1748 474 2058 2804 5502 58559 2420
2419,1219 2710 6377 5218 1387 1345 4886 6874 1080 3114 1333 1339 8961 32587 2706 2003 5679 2355 1682 7438
2501,1610 2000 6539 474 6377 2115 1259 3527 4896 1608 1307 2001 4963 1968 1127 2640 3255 8636 3499 1356
2532,2804 1544 1500 1259 653 16 1274 1961 4262 2140 5218 440 3000 145 2294 7143 5618 741 3535 1278
2535,2502 2329 33166 5377 1127 1466 4878 3101 5299 2289 4011 1777 1747 3052 1247 1230 1917 6016 3671 2012
2539,3421 8376 3897 3671 5669 7153 1278 2273 1663 1206 5502 1405 5299 33493 520 8798 1207 40819 5679 1222
2631,1246 8961 2355 1259 912 4973 4896 1079 8360 1584 2291 8636 33794 1183 2268 1674 6333 953 3175 2692
2703,1777 3147 4963 4022 3949 4308 3160 2081 4246 2671 3977 266 3114 912 2012 3033 3255 1569 6377 4370
2798,6377 2502 1258 8360 4886 1682 1968 1246 44191 2329 3114 2797 1259 5989 1207 2791 35836 4995 1101 1485
2839,4995 1222 2011 353 3147 2918 2001 2291 1722 6711 3994 4022 4034 2006 7143 1206 2273 2947 2692 1208
2898,5349 1610 3994 3911 1242 529 2194 1394 1396 1215 1729 2692 5679 3160 337 5669 3421 3916 2324 5064
2933,6711 1079 4034 2395 5669 1207 1244 2291 36 8622 1060 1201 17 2804 2268 1285 4641 1242 4878 555
2970,3081 48516 551 6016 7147 1320 1215 58559 7373 1884 4034 3948 45722 3753 3000 4848 16 34048 3703 4239
2987,6874 7438 1258 1199 1219 904 49272 48774 5669 48780 1080 5902 903 1997 8784 6807 908 1921 923 8464
2990,1248 30812 30749 44195 922 1260 8970 866 30793 3435 535 1223 40583 6708 2248 2968 1267 4308 16 2313
3006,8622 58559 45950 1377 44555 266 45720 800 4881 1233 265 1061 376 31685 4018 1092 3481 2686 2289 3969
3017,1682 3147 1222 1732 16 4011 1625 2115 3948 3949 7361 1573 5418 1358 2291 1466 1101 1206 1090 2700
3047,33794 49272 6874 4995 7143 7438 2706 8368 40815 58559 34162 45499 5816 3948 4896 48774 33679 3753 44195 30707
3058,48516 46578 48394 48780 49272 48774 58559 44191 33166 54286 44195 48385 51662 51255 46976 50872 33794 59315 49530 6016
3068,48516 7438 2502 7147 2987 4963 3408 5989 45722 6502 1997 8636 4011 1784 54286 6373 8970 50872 3176 30707
2596,1674 4896 1517 1080 3253 915 5060 2352 2407 5816 1584 8368 903 3052 543 3098 1235 2371 1747 1680
3092,1148 1909 2232 5903 1954 7143 1223 7090 2019 7254 8665 54286 968 912 1961 720 33679 1219 2542 7147
3126,1095 431 348 2908 373 3148 6377 1952 3735 3152 3468 2065 342 1120 4903 52 3967 1254 1203 337
3149,5418 8665 4886 54286 48780 5445 34048 48774 5989 6537 34405 48394 56367 8972 3623 8798 8874 5502 30793 46578
3165,4963 6365 3527 2329 33794 1610 1220 4886 778 1573 1275 3147 2194 2167 1233 1653 4995 1682 1732 48516
3211,954 3735 930 955 2951 6787 2359 1954 3360 2819 926 3508 3210 1235 3418 916 3681 928 3386 3424
3243,32587 4878 5418 16 2918 44191 2542 1784 8636 33493 1080 508 3408 1968 51662 8665 786 8360 2791 6934
3263,3481 7153 3949 6016 4027 5669 4014 4308 8961 6377 342 2671 6539 4963 1968 912 4011 7 838 2599
3345,4973 7361 1208 2329 1732 5989 3949 4027 509 33166 2115 2712 5902 3147 4848 8784 508 1225 44191 48394
3355,1201 3175 8961 3147 1215 1299 3448 3499 1276 3763 266 6377 3681 2403 1254 653 3196 163 3386 1212
3364,6378 1676 33679 35836 34162 3527 8798 2640 7147 1028 8874 30793 34405 551 3052 3175 1391 33166 3977 2985
3365,1247 3408 350 3039 2915 3100 151 3386 2243 1663 3256 2501 2336 3037 628 908 1374 2917 16 3114
3366,6016 2324 4235 1225 5225 2291 1199 750 1175 308 4641 3418 4308 4246 6953 7323 1079 1172 337 5945
3420,1278 1234 1228 4027 3160 246 1244 1276 2804 4979 1639 1784 337 1466 2329 3317 1729 300 2908 1953
3460,44191 33794 4011 1961 8961 2712 2542 48385 56367 1391 1584 1079 2355 1219 51255 3000 1090 54286 1748 33493
3477,1207 1784 8368 58 8636 2968 1299 2064 3671 2359 3148 1203 1678 3317 1080 1263 1041 3100 1396 2300
3547,920 2355 4246 913 4896 1641 5816 1225 8368 2081 5991 1380 6942 720 708 4361 7153 1947 1183 1680
3565,4361 1080 1674 1962 1203 1269 6807 3868 8360 2300 1086 3763 2023 1373 832 2467 3088 8368 4720 3498
3587,750 6874 1961 2324 1641 1225 551 5995 1673 1199 3052 1370 16 3114 4886 2000 2947 4720 1884 32587
3594,2019 2186 6016 7153 1333 1228 1247 5669 2160 2502 1945 3160 3030 1207 1148 7090 4235 2366 3897 2791
3602,48516 44191 49272 51662 58559 54286 48394 33794 46578 33166 32587 59315 8644 49530 51255 48385 45499 34048 44665 33679
3671,1246 3255 3301 6377 1641 552 912 1396 2501 3081 5816 1042 49272 1061 5064 33166 6218 3751 2167 5218
3675,6539 1199 3147 1653 1246 353 6377 2012 6711 6502 370 1274 1729 3527 2324 3114 1288 6016 1921 7090
3737,1207 2324 1231 1242 1387 3147 1380 7153 2194 2352 1276 1299 2424 509 6870 1186 1288 1552 6711 6378
3802,6333 1394 410 1285 1203 920 2761 653 2746 1035 5669 1912 3210 435 3949 1086 6537 466 8622 2539
3826,3363 3006 5299 30707 2948 2150 1080 1299 1235 3755 2908 30749 3753 2739 2065 194 6565 36 3037 1259
3855,2019 36 2700 7373 8644 3471 594 58559 745 2021 553 1641 1347 44665 1358 1982 8917 368 46723 51255
3872,1584 1259 4034 1258 1653 337 3418 8949 3160 300 1207 8970 1304 3949 3176 4848 1271 4370 1391 1035
3879,1307 1080 2791 1234 912 1230 2174 1278 17 1208 5060 2918 1090 2243 1296 2150 720 2324 1252 235
3897,1206 778 3527 1732 1610 1258 1676 1682 353 6539 5418 6365 750 4973 2194 4262 1729 1233 1320 70
3911,1186 5291 5015 832 1092 2803 3699 1672 3186 3608 6440 3498 514 3591 918 3263 5135 35836 1171 2729
3957,7361 1732 1222 1199 3083 5878 8949 1228 5995 1175 1244 750 8622 5291 5945 6440 6870 1248 5992 1060
3961,1208 5445 4979 1682 4034 2395 1653 4995 54286 3160 923 1201 30707 1729 1252 1288 3147 904 1673 44665
3965,8961 5445 4995 8360 4886 5989 49272 8636 5349 4878 2329 33493 6333 33166 6016 8784 48780 1080 40815 5669
3996,2000 1552 1370 2167 1682 2001 32587 3052 2294 5502 2763 4025 1918 1954 1907 4344 2002 1377 2502 5872
3998,1394 33166 8949 2455 3255 1247 2968 508 44199 300 4886 2739 3702 1077 1653 2194 8464 8972 1371 1960
221,"I n t 6 4 I n d e x ( [     2 9 6 ,     4 0 1 1 ,   5 8 5 5 9 ,     8 8 7 4 ,   5 1 2 5 5 ,   4 6 5 7 8 ,   4 9 5 3 0 ,     8 6 3 6 ,     4 8 7 8 , 
                         3 3 0 0 4 ,       7 8 0 ,     1 6 8 2 ,     8 9 5 7 ,     2 5 4 2 ,   4 5 4 9 9 ,   4 4 1 9 9 ,   4 1 9 9 7 ,     4 2 6 2 , 
                           1 3 9 6 ,         1 0 ] , 
                       d t y p e = ' i n t 6 4 ' ,   n a m e = ' m o v i e i d ' )"
4021,1242 5956 1090 3535 30707 953 3499 3317 300 4446 16 4816 1088 8970 2804 49530 4890 1356 4361 4002
4039,1610 2502 1233 2291 1953 2712 1954 2797 7090 474 1288 1086 8784 1084 30749 46578 2700 4022 1968 1217
4127,32587 33794 7438 6874 48780 2502 49272 48394 55820 3949 1732 58559 6016 4011 35836 51662 54286 6711 1206 8874
4128,1233 1230 1204 235 1676 1304 1641 1288 1215 1391 1247 1333 3751 1127 1220 1356 5060 555 2291 70
4184,6377 5349 2987 7438 5989 1258 1307 5418 1584 1220 44191 5218 2797 2329 2617 8636 594 104 2324 508
4208,1252 2019 914 954 4886 916 2987 1258 1237 2731 900 2160 3095 3030 720 945 2183 5995 6016 33794
4218,2096 2739 2359 509 3089 942 1747 3507 2731 4235 5617 2161 56367 1095 8873 1094 4406 2366 2599 5388
4243,3033 1645 1333 1968 1676 1777 4896 968 1584 2288 1573 1784 1259 5378 5816 7153 104 6874 4085 1278
4257,5679 4720 48394 6323 48385 44195 8783 56367 3409 46976 1201 41566 46578 46723 6016 52973 30793 40583 1129 37729
4296,49272 1645 48394 551 6016 4262 1208 44665 5218 5254 45499 41569 44195 1219 4148 555 1079 6807 6754 1201
4325,1608 2001 2058 2490 17 2002 6502 440 34162 1233 1234 4014 4718 8528 46976 1225 38061 3617 353 6541
4326,3949 4963 1206 3147 1080 2324 6870 3176 4979 8784 44191 6942 1208 1732 3967 1222 5991 2542 5679 4262
3264,903 3421 1259 913 35836 48780 1663 1466 1230 912 3104 30707 1248 3265 1953 1276 58559 1203 3396 3006
4391,36529 7147 44195 4776 2541 1345 1954 47610 353 2161 4975 38061 1339 1333 3174 4571 2761 4865 3868 37729
4392,969 4995 1104 3948 1088 3095 5669 3030 5995 1281 8665 3196 1262 4018 3629 3134 971 4571 2728 4085
4413,5378 5010 5377 33493 5991 5679 4027 4370 6942 7254 6863 5266 6218 5064 4223 45722 4975 4874 33679 2617
4451,551 1215 1246 3489 3108 1266 2393 5445 50872 497 2288 4361 2018 1587 2080 48385 471 8798 1250 2944
4453,4973 1288 1358 3253 2700 1584 2329 441 1220 3210 3552 1407 1080 1278 2355 1219 2710 5991 1207 750
4455,33794 49272 45722 33679 6333 48516 3753 45499 4701 6537 4270 5502 35836 8529 4025 4310 8957 5445 7373 53996
4467,5349 6333 8961 4878 33794 1653 3527 32587 1682 7361 33493 1275 4995 4027 2167 5989 1748 551 5218 1222
4474,6377 8961 6874 6333 5445 4963 8368 5418 7361 4973 5816 6365 8665 4995 4896 32587 5989 5618 5378 2019
4485,8961 1207 2791 1233 1259 2700 1625 1230 5060 3114 5464 1267 8874 1673 6863 2987 8464 1084 6502 3160
4499,48385 54286 6016 2291 6373 4262 8957 55765 7458 16 8464 30749 70 3535 4370 4034 27773 34405 1653 6870
4558,1222 1220 3527 778 1206 3751 1201 2916 2000 1148 4011 2947 2700 4027 2115 4085 370 1732 1370 353
4567,1682 4896 1544 1207 6333 3489 4022 2005 2161 8961 1032 1377 2273 1246 5481 5502 4963 1380 1876 4447
4606,2791 6365 2502 3948 5218 5299 1917 3552 3421 7361 3977 508 1370 2353 2804 40815 3753 3033 1641 5459
4615,1350 2160 5618 1466 741 7387 3751 1278 832 3000 3328 1348 3681 2467 3421 2353 2968 4446 7143 6863
